National Liberation Army of Colombia (ELN),Colombia
Al-Shabaab,Somalia
Jaish-e-Islam,Pakistan
Unknown,Pakistan
Al-Shabaab,Somalia
Unknown,Iraq
Unknown,Iraq
Muslim extremists,Iraq
Unknown,India
Unknown,India
Unknown,Afghanistan
Unknown,Egypt
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Taliban,Afghanistan
Unknown,Iraq
Al-Shabaab,Somalia
Al-Shabaab,Somalia
Unknown,Iraq
Mozambique National Resistance Movement (MNR),Mozambique
Unknown,Pakistan
Unknown,India
Unknown,Pakistan
National Liberation Army of Colombia (ELN),Colombia
National Liberation Army of Colombia (ELN),Colombia
National Liberation Army of Colombia (ELN),Colombia
Unknown,Pakistan
National Liberation Army of Colombia (ELN),Colombia
Maoists,India
Maoists,India
Unknown,Kenya
Lashkar-e-Balochistan,Pakistan
Bangsamoro Islamic Freedom Movement (BIFM),Philippines
Al-Shabaab,Somalia
Separatists,Thailand
Al-Qaida in the Arabian Peninsula (AQAP),Yemen
Unknown,Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Allied Democratic Forces (ADF),Democratic Republic of the Congo
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Unknown,Iraq
Islamic State of Iraq and the Levant (ISIL),Lebanon
Unknown,Iraq
Tehrik-i-Taliban Pakistan (TTP),Pakistan
Unknown,Pakistan
Unknown,Greece
Jund al-Islam,Libya
Taliban,Afghanistan
Unknown,Egypt
Unknown,Afghanistan
Unknown,Germany
Ansar Bayt al-Maqdis (Ansar Jerusalem),Egypt
Unknown,Yemen
Unknown,Pakistan
Unknown,Syria
Seleka,Cameroon
Unknown,Bangladesh
Unknown,Democratic Republic of the Congo
Baloch Republican Army (BRA),Pakistan
Unknown,Thailand
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Libya
Unknown,Libya
Unknown,Russia
Separatists,Thailand
Unknown,Iraq
Unknown,Egypt
Unknown,Syria
Unknown,Syria
Unknown,Egypt
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Pakistan
Unknown,Bangladesh
Unknown,Pakistan
Unknown,Egypt
Muslim extremists,Pakistan
Unknown,Pakistan
Unknown,Pakistan
Unknown,Pakistan
Unknown,Bangladesh
Unknown,Philippines
Unknown,West Bank and Gaza Strip
Communist Party of India - Maoist (CPI-Maoist),India
Al-Shabaab,Somalia
Al-Shabaab,Somalia
Taliban,Afghanistan
Taliban,Afghanistan
Taliban,Afghanistan
Al-Shabaab,Somalia
Al-Shabaab,Somalia
Al-Shabaab,Kenya
Unknown,Thailand
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Abu Jaafar al-Mansur Brigades,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Hadramawt Tribes Alliance,Yemen
Unknown,Iraq
Taliban,Afghanistan
Unknown,Pakistan
Taliban,Afghanistan
Unknown,Egypt
Unknown,Iraq
Manipur Naga People's Army (MNPA),India
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Baloch Republican Army (BRA),Pakistan
Taliban,Afghanistan
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Yemen
Unknown,Lebanon
Unknown,Pakistan
Unknown,Pakistan
Bangladesh Nationalist Party (BNP),Bangladesh
Unknown,Afghanistan
Unknown,Afghanistan
Unknown,Pakistan
Unknown,Pakistan
Houthi extremists (Ansar Allah),Yemen
Unknown,Pakistan
Unknown,Pakistan
Unknown,Pakistan
Unknown,Somalia
Muslim extremists,Somalia
Bangsamoro Islamic Freedom Movement (BIFM),Philippines
Al-Shabaab,Somalia
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Libya
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Tribesmen,Yemen
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Iraq
Unknown,Iraq
Unknown,Central African Republic
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Bangladesh
Unknown,Iraq
Unknown,Iraq
Unknown,Nigeria
Unknown,Russia
Unknown,Russia
Unknown,Pakistan
Unknown,Pakistan
Taliban,Afghanistan
Tehrik-i-Taliban Pakistan (TTP),Pakistan
Unknown,Pakistan
Unknown,Kenya
Unknown,Nigeria
Al-Shabaab,Somalia
Unknown,Thailand
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Islamic State of Iraq and the Levant (ISIL),Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Libya
Fulani extremists,Nigeria
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Pakistan
Baloch Republican Army (BRA),Pakistan
Lashkar-e-Jhangvi,Pakistan
Taliban,Afghanistan
Unknown,Thailand
Unknown,Thailand
Taliban,Afghanistan
Maoists,India
Unknown,Pakistan
Tehrik-i-Taliban Pakistan (TTP),Pakistan
Unknown,West Bank and Gaza Strip
Unknown,Pakistan
Unknown,Pakistan
Taliban,Afghanistan
Unknown,Lebanon
Unknown,Pakistan
Unknown,Pakistan
Unknown,West Bank and Gaza Strip
Unknown,Russia
Unknown,Iraq
Unknown,Philippines
Unknown,Pakistan
Unknown,Pakistan
Unknown,Lebanon
Unknown,Ukraine
Unknown,Iraq
Anarchists,Italy
Anarchists,Mexico
Unknown,Yemen
Boko Haram,Nigeria
Al-Shabaab,Somalia
Unknown,Libya
Abu Sayyaf Group (ASG),Philippines
Al-Shabaab,Somalia
Al-Shabaab,Somalia
Al-Shabaab,Somalia
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Philippines
Unknown,Yemen
Islamic State of Iraq and the Levant (ISIL),Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,India
Ansar Bayt al-Maqdis (Ansar Jerusalem),Egypt
Unknown,Egypt
Unknown,Somalia
Islamic State of Iraq and the Levant (ISIL),Iraq
Unknown,Iraq
Unknown,Iraq
Tribesmen,Yemen
Unknown,Iraq
Achik National Volunteer Council-B (ANVC-B),India
Unknown,Pakistan
Unknown,Yemen
Unknown,India
Unknown,Pakistan
Unknown,Pakistan
Unknown,Pakistan
Unknown,Afghanistan
Tehrik-i-Taliban Pakistan (TTP),Pakistan
Unknown,Pakistan
Taliban,Afghanistan
Unknown,Pakistan
Separatists,India
Unknown,Indonesia
New People's Army (NPA),Philippines
Unknown,Pakistan
Unknown,Kenya
Unknown,Pakistan
Unknown,Iraq
Punjabi Taliban,Pakistan
Boko Haram,Nigeria
Moro Islamic Liberation Front (MILF),Philippines
Unknown,Thailand
Al-Shabaab,Somalia
Caucasus Emirate,Russia
Caucasus Emirate,Russia
Unknown,Libya
Unknown,Thailand
Unknown,Iraq
Unknown,Iraq
Maoists,India
Islamic State of Iraq and the Levant (ISIL),Iraq
Islamic State of Iraq and the Levant (ISIL),Syria
Unknown,Iraq
Unknown,Iraq
Unknown,Iraq
Unknown,Pakistan
Unknown,India
Tehrik-i-Taliban Pakistan (TTP),Pakistan
Tehrik-i-Taliban Pakistan (TTP),Pakistan
Sudan Liberation Movement,Sudan
Unknown,Iraq
Boko Haram,Nigeria
Unknown,India
Unknown,Iraq
Unknown,Iraq
Unknown,Pakistan
Unknown,Kenya
Unknown,Cyprus
Unknown,Pakistan
Unknown,Pakistan
Unknown,Pakistan
New People's Army (NPA),Philippines
Taliban,Afghanistan
Baloch Liberation Army (BLA),Pakistan
Unknown,Pakistan
Unknown,India
Bangladesh Nationalist Party (BNP),Bangladesh
Unknown,Iraq
Boko Haram,Nigeria
New People's Army (NPA),Philippines
Islamic State of Iraq and the Levant (ISIL),Iraq
Unknown,India
